GameId,ClarifyingQuestion,InitializedWorldPath,InputInstruction,IsInstructionClear,Partition,qrel,qbank
CQ-game-1377,,initial_world_states/builder-data/7-c120/step-8,Destroy all the green blocks. Destroy the very top of the plus sign so that all is left is a T shape.,Yes,train,,
CQ-game-1378,,initial_world_states/builder-data/9-c136/step-18,facing north destroy the three vertical violet blocks on the right side.,Yes,train,,
CQ-game-1379,,initial_world_states/builder-data/14-c58/step-14,Destroy every single block in the existing structure. Place one blue block in the northwest corner.,Yes,train,,
CQ-game-1380,,initial_world_states/builder-data/14-c59/step-18,Make a Y-shape by extending the orange block with another orange block in the west direction. On top of the new orange block build two yellow blocks exactly mirroring the existing yellow column.,Yes,train,,
CQ-game-1381,,initial_world_states/builder-data/31-c73/step-22,"Make a ""Y"" out of the existing green figure by placing two vertically stacked green blocks on the west end of the Y and another block on top of the highest eastmost block.",Yes,train,,
CQ-game-1382,,initial_world_states/builder-data/2-c139/step-4,Place one purple block on top of the middle of the existing figure. On either side place one orange block. Finally place another orange block on top of the middle purple block.,Yes,train,,
CQ-game-1384,,initial_world_states/builder-data/11-c120/step-6,Facing north destroy the two green blocks.,Yes,train,,
CQ-game-1385,,initial_world_states/builder-data/22-c139/step-10,Facing north destroy the three vertical violet blocks on the right side.,Yes,train,,
CQ-game-1386,,initial_world_states/builder-data/9-c135/step-4,Place four purple blocks immediately to the east of the highest purple block horizontally.,Yes,train,,
CQ-game-1388,,initial_world_states/builder-data/30-c73/step-4,Facing north destroy the four vertical green blocks on the right side.,Yes,train,,
CQ-game-1389,There is no green block in the given structure so where I need to start from,initial_world_states/builder-data/14-c54/step-22,On top of the green block place one green block. Then on top of the green block place two yellow blocks one on top of the other.,No,train,q_895,"'q_909', 'q_498', 'q_812', 'q_27', 'q_976', 'q_119', 'q_373', 'q_749', 'q_826', 'q_762', 'q_466', 'q_638', 'q_609', 'q_204', 'q_847', 'q_680', 'q_630', 'q_645', 'q_613', 'q_552', 'q_196', 'q_579', 'q_269', 'q_895', 'q_50', 'q_231', 'q_259', 'q_194', 'q_595', 'q_320', 'q_105', 'q_967', 'q_718', 'q_302', 'q_786', 'q_538', 'q_711', 'q_521', 'q_536', 'q_827', 'q_753', 'q_931', 'q_957', 'q_696', 'q_608', 'q_585', 'q_607', 'q_910', 'q_7', 'q_121', 'q_439', 'q_165', 'q_193', 'q_51', 'q_3', 'q_531', 'q_335', 'q_663', 'q_529', 'q_247', 'q_33', 'q_759', 'q_386', 'q_434', 'q_535', 'q_500', 'q_221', 'q_76', 'q_60', 'q_845', 'q_940', 'q_140', 'q_61', 'q_932', 'q_782', 'q_724', 'q_183', 'q_305', 'q_958', 'q_98', 'q_520', 'q_261', 'q_18', 'q_301', 'q_495', 'q_885', 'q_181', 'q_461', 'q_343', 'q_14', 'q_828', 'q_436', 'q_179', 'q_813', 'q_792', 'q_29', 'q_375', 'q_240', 'q_662', 'q_580', 'q_173', 'q_376', 'q_147', 'q_40', 'q_294', 'q_981', 'q_86', 'q_79', 'q_867', 'q_379', 'q_557', 'q_64', 'q_382', 'q_980', 'q_399', 'q_435', 'q_769', 'q_148', 'q_776', 'q_470', 'q_766', 'q_575', 'q_273', 'q_460', 'q_821', 'q_640', 'q_161', 'q_456', 'q_660', 'q_106', 'q_533', 'q_266', 'q_506', 'q_49', 'q_319', 'q_833', 'q_907', 'q_968', 'q_416', 'q_723', 'q_551', 'q_639', 'q_159', 'q_449', 'q_612', 'q_54', 'q_592', 'q_731', 'q_941', 'q_80', 'q_881', 'q_389', 'q_512', 'q_677', 'q_30', 'q_313', 'q_975', 'q_230', 'q_299', 'q_756', 'q_365', 'q_987', 'q_752', 'q_144', 'q_623', 'q_576'"
CQ-game-1390,,initial_world_states/builder-data/8-c96/step-16,Place a green block on every side of the existing green block.,Yes,train,,
CQ-game-1391,Are you referring to the edges of the board?,initial_world_states/builder-data/14-c59/step-2,Place one red block in the center spot of each wall.,No,train,q_57,"'q_493', 'q_88', 'q_182', 'q_296', 'q_659', 'q_930', 'q_276', 'q_783', 'q_58', 'q_464', 'q_676', 'q_719', 'q_797', 'q_933', 'q_986', 'q_750', 'q_171', 'q_265', 'q_619', 'q_29', 'q_801', 'q_530', 'q_868', 'q_837', 'q_11', 'q_238', 'q_658', 'q_87', 'q_205', 'q_699', 'q_726', 'q_737', 'q_667', 'q_891', 'q_243', 'q_821', 'q_167', 'q_153', 'q_24', 'q_940', 'q_561', 'q_113', 'q_528', 'q_19', 'q_264', 'q_958', 'q_919', 'q_197', 'q_899', 'q_326', 'q_723', 'q_78', 'q_145', 'q_803', 'q_978', 'q_470', 'q_51', 'q_875', 'q_64', 'q_128', 'q_410', 'q_700', 'q_915', 'q_327', 'q_742', 'q_82', 'q_318', 'q_697', 'q_457', 'q_259', 'q_739', 'q_341', 'q_882', 'q_829', 'q_714', 'q_498', 'q_572', 'q_469', 'q_321', 'q_755', 'q_664', 'q_485', 'q_840', 'q_216', 'q_673', 'q_193', 'q_959', 'q_893', 'q_969', 'q_223', 'q_414', 'q_290', 'q_884', 'q_606', 'q_418', 'q_478', 'q_439', 'q_747', 'q_691', 'q_653', 'q_57', 'q_768', 'q_129', 'q_690', 'q_921', 'q_682', 'q_43', 'q_548', 'q_858', 'q_353', 'q_25', 'q_438', 'q_611', 'q_977', 'q_351', 'q_436', 'q_132', 'q_672', 'q_820', 'q_269', 'q_76', 'q_394', 'q_346', 'q_786', 'q_189', 'q_38', 'q_90', 'q_655', 'q_577', 'q_117', 'q_50', 'q_971', 'q_765', 'q_809', 'q_40', 'q_252', 'q_497', 'q_242', 'q_16', 'q_224', 'q_490', 'q_237', 'q_502', 'q_426', 'q_966', 'q_551', 'q_337', 'q_198', 'q_181', 'q_610', 'q_141', 'q_293', 'q_645', 'q_203', 'q_302', 'q_187', 'q_70', 'q_232', 'q_348', 'q_860', 'q_20', 'q_886', 'q_545', 'q_355', 'q_402', 'q_229'"
CQ-game-1392,,initial_world_states/builder-data/52-c127/step-4,Facing north destroy the four vertical yellow blocks.,Yes,train,,
CQ-game-1393,,initial_world_states/builder-data/11-c73/step-8,Facing north destroy the four vertical green blocks on the right side.,Yes,train,,
CQ-game-1394,,initial_world_states/builder-data/23-c127/step-4,On the south side of the wall place three blue blocks in a line directly touching the base of the wall. On top of the blue blocks place another line of white/yellow blocks.,Yes,train,,
CQ-game-1395,,initial_world_states/builder-data/7-c73/step-4,Facing North place a green block on top of the uppermost green block. Facing East place two green blocks in front of the uppermost green block.,Yes,train,,
CQ-game-1396,,initial_world_states/builder-data/9-c92/step-2,On top of the red wall place two orange blocks side by side. On top of the orange blocks place two purple blocks side by side. There is a rectangular shape now.,Yes,train,,
CQ-game-1397,,initial_world_states/builder-data/34-c135/step-10,Facing North remove the leftmost purple block. Place a column of two orange blocks on top of the uppermost purple block.,Yes,train,,
CQ-game-1398,,initial_world_states/builder-data/9-c136/step-4,In the gap between purple columns build a green column that is exactly as high as the purple ones (three blocks tall). Place one blue block on top of each purple tower.,Yes,train,,
CQ-game-1399,,initial_world_states/builder-data/11-c73/step-4,Facing north build a column of 4 blue blocks to the left of the green block. It should touch the green block and be as high as the other green column.,Yes,train,,
CQ-game-1400,,initial_world_states/builder-data/14-c51/step-18,Facing north destroy the three horizontal red blocks.,Yes,train,,
CQ-game-1401,,initial_world_states/builder-data/11-c97/step-10,Facing south destroy the three horizontal red blocks on top.,Yes,train,,
CQ-game-1402,,initial_world_states/builder-data/14-c59/step-4,Place a red block in the center spot on the north wall. Now turn south and create a straight line all the way to the south wall alternating between red and purple blocks.,Yes,train,,
CQ-game-1403,,initial_world_states/builder-data/14-c57/step-16,Place a purple block in both of the open spots in the green structure. Then remove the green blocks to the left and right of the new purple block and replace them with purple blocks.,Yes,train,,
CQ-game-1404,,initial_world_states/builder-data/31-c73/step-20,Place yellow blocks below the floating green blocks. There should be 4 blocks placed total.,Yes,train,,
CQ-game-1405,,initial_world_states/builder-data/2-c116/step-6,Place a yellow block on top of every blue block.,Yes,train,,
CQ-game-1406,,initial_world_states/builder-data/31-c97/step-4,Stack three red blocks immediately to the west of the west-most blocks.,Yes,train,,
CQ-game-1407,,initial_world_states/builder-data/11-c126/step-14,Place three green blocks immediately to the east of the east-most red block of the bottom row horizontally. Then place a green block on top of the green block.,Yes,train,,
CQ-game-1408,,initial_world_states/builder-data/9-c136/step-12,Remove the top yellow block and place a blue block on its place. Then build a green block on top of the just built blue block.,Yes,train,,
CQ-game-1409,,initial_world_states/builder-data/9-c135/step-8,Facing the existing structure from the south replace the vertical purple line with five red blocks.,Yes,train,,
CQ-game-1410,,initial_world_states/builder-data/4-c92/step-6,Facing South place a yellow block on top of the uppermost green block. Place two yellow blocks to the right of the yellow block. Place an orange block on top of the leftmost yellow block.,Yes,train,,
CQ-game-1411,,initial_world_states/builder-data/34-c135/step-12,Remove purple blocks until all that remains is and upside down L shape.,Yes,train,,
CQ-game-1412,,initial_world_states/builder-data/3-c116/step-12,Remove all the purple blocks then place one blue block on each of the green blocks.,Yes,train,,
CQ-game-1413,,initial_world_states/builder-data/8-c96/step-8,Place a blue block at the southeast corner of the grid. Then place a blue block on every side of it.,Yes,train,,
CQ-game-1414,Where is this line of blocks?,initial_world_states/builder-data/42-c97/step-2,Destroyed two red blocks and built a yellow blue and green block north to south.,No,train,q_534,"'q_274', 'q_584', 'q_617', 'q_923', 'q_855', 'q_344', 'q_624', 'q_820', 'q_497', 'q_507', 'q_910', 'q_799', 'q_538', 'q_416', 'q_388', 'q_360', 'q_739', 'q_417', 'q_130', 'q_411', 'q_345', 'q_391', 'q_493', 'q_679', 'q_44', 'q_37', 'q_131', 'q_813', 'q_665', 'q_904', 'q_136', 'q_159', 'q_312', 'q_848', 'q_301', 'q_202', 'q_33', 'q_450', 'q_564', 'q_210', 'q_112', 'q_986', 'q_329', 'q_428', 'q_704', 'q_63', 'q_579', 'q_88', 'q_203', 'q_104', 'q_858', 'q_650', 'q_534', 'q_728', 'q_226', 'q_523', 'q_10', 'q_585', 'q_116', 'q_246', 'q_470', 'q_110', 'q_573', 'q_715', 'q_862', 'q_384', 'q_600', 'q_678', 'q_616', 'q_805', 'q_442', 'q_526', 'q_615', 'q_1', 'q_327', 'q_864', 'q_776', 'q_787', 'q_18', 'q_397', 'q_557', 'q_125', 'q_514', 'q_234', 'q_425', 'q_879', 'q_483', 'q_690', 'q_978', 'q_953', 'q_67', 'q_188', 'q_543', 'q_127', 'q_620', 'q_922', 'q_590', 'q_509', 'q_337', 'q_111', 'q_224', 'q_295', 'q_98', 'q_909', 'q_263', 'q_567', 'q_608', 'q_359', 'q_286', 'q_554', 'q_899', 'q_423', 'q_745', 'q_699', 'q_245', 'q_313', 'q_460', 'q_811', 'q_402', 'q_926', 'q_603', 'q_680', 'q_168', 'q_350', 'q_925', 'q_812', 'q_285', 'q_12', 'q_0', 'q_74', 'q_421', 'q_126', 'q_527', 'q_490', 'q_366', 'q_464', 'q_666', 'q_208', 'q_39', 'q_236', 'q_885', 'q_103', 'q_62', 'q_293', 'q_582', 'q_798', 'q_598', 'q_780', 'q_912', 'q_740', 'q_766', 'q_249', 'q_206', 'q_781', 'q_971', 'q_569', 'q_951', 'q_791', 'q_297', 'q_724', 'q_593', 'q_279', 'q_241', 'q_817', 'q_540', 'q_447'"
CQ-game-1415,,initial_world_states/builder-data/19-c126/step-10,Destroy all the red blocks and replace them with orange ones.,Yes,train,,
CQ-game-1417,,initial_world_states/builder-data/3-c135/step-2,Place a blue block on top of the purple stack. Place a stack of three more blue blocks on top of the first blue block.,Yes,train,,
CQ-game-1420,,initial_world_states/builder-data/9-c136/step-20,Replace the western leg with red blocks.,Yes,train,,
CQ-game-1422,There are no red blocks directly north so hard to know where to start,initial_world_states/builder-data/31-c96/step-18,Destroyed a red and yellow block in the north direction and built a purple block in the middle in the maximum north direction.,No,train,q_588,"'q_352', 'q_411', 'q_98', 'q_861', 'q_258', 'q_187', 'q_20', 'q_285', 'q_573', 'q_904', 'q_334', 'q_441', 'q_514', 'q_468', 'q_542', 'q_348', 'q_147', 'q_320', 'q_47', 'q_718', 'q_498', 'q_717', 'q_63', 'q_729', 'q_140', 'q_494', 'q_961', 'q_43', 'q_4', 'q_585', 'q_15', 'q_710', 'q_698', 'q_266', 'q_321', 'q_22', 'q_10', 'q_32', 'q_493', 'q_588', 'q_434', 'q_723', 'q_207', 'q_395', 'q_888', 'q_211', 'q_686', 'q_700', 'q_375', 'q_154', 'q_920', 'q_879', 'q_946', 'q_431', 'q_50', 'q_506', 'q_255', 'q_53', 'q_364', 'q_730', 'q_139', 'q_950', 'q_324', 'q_143', 'q_838', 'q_535', 'q_880', 'q_866', 'q_553', 'q_780', 'q_145', 'q_806', 'q_644', 'q_97', 'q_590', 'q_603', 'q_952', 'q_377', 'q_85', 'q_689', 'q_954', 'q_547', 'q_822', 'q_136', 'q_863', 'q_170', 'q_331', 'q_461', 'q_657', 'q_569', 'q_980', 'q_167', 'q_421', 'q_661', 'q_864', 'q_397', 'q_394', 'q_159', 'q_175', 'q_626', 'q_613', 'q_227', 'q_943', 'q_609', 'q_54', 'q_326', 'q_871', 'q_26', 'q_787', 'q_445', 'q_616', 'q_931', 'q_303', 'q_683', 'q_694', 'q_812', 'q_632', 'q_951', 'q_355', 'q_298', 'q_883', 'q_530', 'q_288', 'q_619', 'q_250', 'q_687', 'q_179', 'q_911', 'q_584', 'q_452', 'q_769', 'q_373', 'q_916', 'q_23', 'q_555', 'q_606', 'q_928', 'q_150', 'q_578', 'q_239', 'q_937', 'q_631', 'q_982', 'q_884', 'q_440', 'q_925', 'q_697', 'q_545', 'q_264', 'q_299', 'q_339', 'q_746', 'q_119', 'q_845', 'q_110', 'q_481', 'q_643', 'q_454', 'q_249', 'q_246', 'q_742', 'q_117', 'q_965', 'q_768', 'q_92', 'q_645'"
CQ-game-1423,,initial_world_states/builder-data/32-c126/step-2,Place a yellow block to the west of the top three west-most red blocks. Then place a yellow block to the west of each of those yellow blocks.,Yes,train,,
CQ-game-1424,,initial_world_states/builder-data/23-c136/step-6,Facing North place two purple blocks to the left of the bottommost purple block in the left column. Place two purple blocks to the right of the bottommost purple block in the right column.,Yes,train,,
CQ-game-1425,,initial_world_states/builder-data/14-c51/step-26,Place purple blocks on top of all the red blocks.,Yes,train,,
CQ-game-1426,,initial_world_states/builder-data/2-c136/step-14,Facing North place an orange block to the left of the leftmost purple block. Place a row of two orange blocks in the gap between the two purple blocks,Yes,train,,
CQ-game-1427,,initial_world_states/builder-data/2-c126/step-2,Place one green block at the top of each red block.,Yes,train,,
CQ-game-1428,,initial_world_states/builder-data/19-c136/step-2,Locate the highest yellow block and place an orange one on top of it then placing two blue block next to the just built orange block: one on its east side and one on its west side.,Yes,train,,
CQ-game-1429,,initial_world_states/builder-data/14-c58/step-30,Destroy all the yellow blocks. Replace them with purple blocks.,Yes,train,,
CQ-game-1430,,initial_world_states/builder-data/14-c59/step-2,Place a red block in the middle of the grid. Then place three red blocks immediately to the north and south of it horizontally.,Yes,train,,
CQ-game-1431,,initial_world_states/builder-data/31-c73/step-10,Remove the three bottommost green blocks. Place a yellow block below the bottommost green block.,Yes,train,,
CQ-game-1432,,initial_world_states/builder-data/7-c116/step-2,Stack six green blocks in the middle of the map.,Yes,train,,
CQ-game-1433,,initial_world_states/builder-data/14-c51/step-20,Remove the sole green block and place an orange on its place. Then place orange blocks next to it: a row of two on its west side facing south and a single one on its south side.,Yes,train,,
CQ-game-1434,,initial_world_states/builder-data/6-c92/step-2,On the corner between South and East place a column of three yellow blocks. Facing East place a column of two green blocks to the left of the column of yellow blocks.,Yes,train,,
CQ-game-1435,,initial_world_states/builder-data/32-c135/step-2,Place four purple blocks immediately to the east of the highest block horizontally.,Yes,train,,
CQ-game-1436,,initial_world_states/builder-data/4-c92/step-16,Place two red blocks under the west most green block. Then place a red block immediately to the east of each of those two red blocks.,Yes,train,,
CQ-game-1437,,initial_world_states/builder-data/31-c73/step-14,Create a green tower three blocks high in the northwest corner and a blue one the same way in the northeast.,Yes,train,,
CQ-game-1438,,initial_world_states/builder-data/52-c127/step-18,Break the stack of yellow blocks in the center of the structure. Place a yellow block on the tallest stack to the east. Place a yellow block on top of the stack to the west.,Yes,train,,
CQ-game-1439,,initial_world_states/builder-data/14-c136/step-24,Break the two highest blue blocks. Then place two blue blocks under the east-most blue block.,Yes,train,,
CQ-game-1440,,initial_world_states/builder-data/10-c92/step-8,Facing North remove the two uppermost red blocks. Remove the two bottommost red blocks.,Yes,train,,
CQ-game-1441,,initial_world_states/builder-data/12-c139/step-30,Facing North place a red block on each side of the red block. Place a yellow block on top of the uppermost blue block that is closest to West.,Yes,train,,
CQ-game-1442,,initial_world_states/builder-data/10-c33/step-12,Place two red blocks on each of the yellow blocks. Then place a yellow block on each of the red block columns.,Yes,train,,
CQ-game-1443,,initial_world_states/builder-data/34-c120/step-12,Facing North place a green block below the bottommost leftmost green block. Place a green block below the bottommost and rightmost green block. Place a yellow block in the gap between yellow blocks.,Yes,train,,
CQ-game-1444,,initial_world_states/builder-data/14-c59/step-18,Place an orange block immediately to the east of the bottom yellow block. Then place three red blocks under that orange block.,Yes,train,,
CQ-game-1444,,initial_world_states/builder-data/14-c59/step-18,Place an orange block immediately to the east of the bottom yellow block. Then place three red blocks under that orange block.,Yes,train,,
CQ-game-1447,,initial_world_states/builder-data/12-c139/step-16,Place one blue block on either side of the red block and one more blue block below the same red block.,Yes,train,,
CQ-game-1448,,initial_world_states/builder-data/14-c57/step-12,Break the highest green block in the structure and place a blue block on its place. Then place two orange blocks next to the just built blue block: one on its west side and one on its east side.,Yes,train,,
CQ-game-1449,,initial_world_states/builder-data/1-c92/step-14,Stack six green blocks immediately to the east of the east-most red blocks.,Yes,train,,
CQ-game-1450,,initial_world_states/builder-data/5-c139/step-4,Remove the red block. Facing South put a row of three purple blocks on top of the uppermost row of purple blocks. Place a red block in front of the middle block of the top row of purple blocks.,Yes,train,,
CQ-game-1451,,initial_world_states/builder-data/19-c136/step-10,Break the two purple block columns and place blue block columns on its place.,Yes,train,,
